wrong,25
went,25
thus,25
skills,25
single,25
risk,25
practice,25
poor,25
physical,25
members,25
material,25
happiness,25
full,25
effects,25
describe,25
demand,25
computer,25
call,25
beyond,25
air,25
therefore,24
success,24
short,24
security,24
quite,24
plant,24
patients,24
patents,24
memory,24
list,24
inferred,24
factors,24
everything,24
everyone,24
energy,24
decision,24
comes,24
benefits,24
begin,24
amount,24
account,24
woman,23
took,23
thing,23
soon,23
similar,23
management,23
local,23
largely,23
inflation,23
further,23
efforts,23
drug,23
difference,23
didn,23
death,23
cultural,23
carry,23
carbon,23
ambition,23
alone,23
advertising,23
understanding,22
trend,22
traffic,22
told,22
suggest,22
structure,22
sleep,22
sign,22
run,22
rules,22
responsible,22
received,22
reasons,22
purpose,22
move,22
mental,22
looking,22
limit,22
lead,22
increasingly,22
highly,22
fully,22
friends,22
evolution,22
events,22
dreams,22
decide,22
deal,22
called,22
anyone,22
advantage,22
wealth,21
traditional,21
top,21
talk,21
taking,21
studies,21
spend,21
speak,21
space,21
rise,21
re,21
quality,21
program,21
produced,21
play,21
plan,21
phone,21
noise,21
models,21
languages,21
involved,21
himself,21
goal,21
function,21
free,21
forms,21
expected,21
either,21
dioxide,21
decisions,21
decade,21
cancer,21
becoming,21
along,21
act,21
access,21
accept,21
writer,20
week,20
using,20
unless,20
try,20
title,20
standards,20
sometimes,20
response,20
remember,20
recently,20
programs,20
paragraphs,20
labor,20
issues,20
investment,20
individuals,20
impact,20
goods,20
global,20
five,20
firm,20
face,20
expression,20
expect,20
due,20
discovery,20
discovered,20
creative,20
completely,20
commercial,20
central,20
billion,20
benefit,20
article,20
appropriate,20
approach,20
although,20
allow,20
across,20
wrote,19
writing,19
works,19
widely,19
variety,19
tell,19
stay,19
special,19
sound,19
sites,19
service,19
seconds,19
second,19
resources,19
requires,19
published,19
progress,19
private,19
performance,19
opportunity,19
opinion,19
obvious,19
normal,19
nearly,19
near,19
nation,19
minutes,19
majority,19
leaders,19
knows,19
key,19
journals,19
hot,19
hold,19
here,19
goes,19
experts,19
educational,19
doctors,19
directly,19
degree,19
cut,19
current,19
criticism,19
consequences,19
concern,19
concept,19
computers,19
complex,19
check,19
causes,19
cars,19
building,19
believes,19
behind,19
becomes,19
analysis,19
weather,18
various,18
universe,18
unique,18
trying,18
trade,18
texts,18
testing,18
task,18
stand,18
specific,18
selection,18
segments,18
removed,18
religious,18
related,18
reality,18
provides,18
prove,18
president,18
position,18
per,18
particularly,18
organization,18
office,18
night,18
movement,18
months,18
moment,18
measures,18
level,18
lawyers,18
laws,18
hundred,18
generation,18
freedom,18
formal,18
follow,18
feelings,18
fall,18
exceptional,18
eventually,18
easy,18
earlier,18
doubt,18
developed,18
depends,18
demands,18
created,18
continue,18
consider,18
completes,18
competitive,18
communication,18
character,18
chance,18
beginning,18
area,18
address,18
won,17
values,17
trouble,17
travel,17
toward,17
term,17
step,17
speech,17
site,17
significant,17
share,17
seven,17
rich,17
readers,17
product,17
policy,17
poetry,17
places,17
pictures,17
ourselves,17
opening,17
lot,17
larger,17
interested,17
incorrect,17
hours,17
happened,17
groups,17
funding,17
experiments,17
experiences,17
daily,17
critical,17
consumption,17
claims,17
changing,17
caused,17
casino,17
basis,17
avoid,17
actually,17
activities,17
above,17
wanted,16
ve,16
unions,16
terms,16
supply,16
sun,16
suffering,16
room,16
reduce,16
recorded,16
reasonable,16
raise,16
property,16
print,16
principles,16
pain,16
paid,16
nations,16
meeting,16
lower,16
lose,16
isn,16
independent,16
improved,16
immigrants,16
heard,16
goals,16
giving,16
gave,16
forgetting,16
force,16
firms,16
existence,16
equal,16
enjoy,16
driver,16
doesn,16
cloning,16
businesses,16
blanks,16
atmosphere,16
allowed,16
action,16
achieve,16
weeks,15
warming,15
turned,15
town,15
technological,15
technical,15
teachers,15
successful,15
substances,15
subjects,15
story,15
spots,15
serious,15
sciences,15
saw,15
safety,15
ruling,15
record,15
provided,15
powerful,15
police,15
players,15
planning,15
phrase,15
peer,15
pattern,15
passed,15
otherwise,15
newspaper,15
mass,15
marketing,15
main,15
ll,15
listening,15
let,15
leave,15
labeled,15
invention,15
influenced,15
house,15
held,15
harmful,15
happen,15
habits,15
gone,15
gives,15
frequently,15
former,15
focus,15
figures,15
extra,15
experiment,15
established,15
employment,15
elements,15
easily,15
drivers,15
difficulty,15
details,15
decades,15
cure,15
concerned,15
composition,15
comments,15
coming,15
close,15
challenges,15
chairman,15
cases,15
born,15
books,15
began,15
agreed,15
agree,15
adult,15
yourself,14
worth,14
whatever,14
unemployment,14
third,14
teaching,14
suitable,14
statistics,14
speaker,14
societies,14
smaller,14
simple,14
signs,14
sales,14
round,14
respect,14
relationship,14
reasoning,14
ready,14
range,14
practical,14
popularity,14
politics,14
played,14
ought,14
open,14
newspapers,14
mother,14
method,14
messages,14
message,14
markets,14
low,14
love,14
leading,14
land,14
kids,14
journalists,14
journal,14
interpret,14
implies,14
hope,14
homeless,14
heart,14
healthy,14
happy,14
games,14
fundamental,14
final,14
feeling,14
favor,14
father,14
fair,14
extended,14
emphasis,14
effective,14
easier,14
distribution,14
determine,14
desire,14
desirable,14
designed,14
cover,14
climate,14
class,14
circumstances,14
challenge,14
capital,14
birth,14
background,14
art,14
argument,14
ancient,14
agreement,14
adults,14
wonder,13
whom,13
visitors,13
usual,13
type,13
trust,13
tools,13
tends,13
student,13
store,13
stock,13
speaking,13
soccer,13
six,13
shared,13
severe,13
seriously,13
scientist,13
saying,13
responsibility,13
require,13
reports,13
remains,13
rejected,13
regarded,13
realize,13
rates,13
rapidly,13
radio,13
publication,13
protection,13
properly,13
professor,13
profession,13
principle,13
prevent,13
predicted,13
plants,13
planet,13
personality,13
patterns,13
patient,13
partly,13
pace,13
official,13
nuclear,13
notice,13
notes,13
necessarily,13
medicine,13
materials,13
machines,13
lifestyle,13
latest,13
insurance,13
institution,13
income,13
include,13
immigration,13
humanity,13
humanities,13
houses,13
historical,13
helps,13
granted,13
gets,13
genetic,13
genes,13
game,13
gambling,13
forces,13
fast,13
failed,13
extremely,13
expert,13
exactly,13
discipline,13
digital,13
despite,13
criminal,13
credit,13
controlled,13
confidence,13
conduct,13
college,13
claimed,13
caught,13
build,13
briefly,13
board,13
belief,13
beings,13
bank,13
assets,13
aspects,13
argue,13
again,13
advocates,13
adulthood,13
add,13
activity,13
accepted,13
woods,12
wants,12
views,12
vast,12
valuable,12
university,12
universities,12
twice,12
train,12
tradition,12
table,12
survive,12
survival,12
supposed,12
suggested,12
suddenly,12
source,12
sight,12
side,12
shown,12
shippers,12
setting,12
sensitive,12
seemed,12
scale,12
road,12
review,12
remain,12
rely,12
religion,12
reflect,12
receive,12
reach,12
rarely,12
publishing,12
project,12
primary,12
presence,12
precisely,12
policies,12
plates,12
panel,12
opposite,12
opportunities,12
officials,12
obtain,12
observed,12
negative,12
monkeys,12
measure,12
manager,12
male,12
lived,12
light,12
liberal,12
justices,12
involves,12
interests,12
intelligent,12
infer,12
improving,12
impossible,12
identify,12
ice,12
height,12
habit,12
greatest,12
governments,12
generations,12
gain,12
funds,12
forward,12
fields,12
extent,12
exposed,12
exercise,12
except,12
examples,12
emerging,12
efficiency,12
educated,12
driving,12
discover,12
determined,12
described,12
definition,12
defined,12
debate,12
database,12
crisis,12
correct,12
conscious,12
chief,12
career,12
capable,12
calls,12
booklet,12
believed,12
begun,12
banks,12
baby,12
appeared,12
acquire,12
workforce,11
widespread,11
wide,11
unable,11
turns,11
truth,11
tried,11
transport,11
track,11
total,11
tolerance,11
threat,11
thousands,11
theories,11
talking,11
talented,11
systems,11
survived,11
studied,11
stories,11
standard,11
sports,11
spent,11
sounds,11
sort,11
slavery,11
shift,11
scores,11
score,11
respond,11
relevant,11
records,11
reached,11
purposes,11
providing,11
primarily,11
placed,11
picture,11
phenomenon,11
papers,11
overall,11
original,11
nowadays,11
newly,11
necessity,11
meet,11
measured,11
married,11
manner,11
managers,11
maintain,11
machine,11
lawyer,11
largest,11
kept,11
keeping,11
journalism,11
interesting,11
influentials,11
inevitable,11
implications,11
image,11
identified,11
hundreds,11
huge,11
holds,11
historians,11
helping,11
heavy,11
grow,11
ground,11
greatly,11
gas,11
friend,11
findings,11
finding,11
fewer,11
felt,11
features,11
fear,11
fail,11
eyes,11
exhibition,11
economies,11
dropped,11
drawn,11
draft,11
disease,11
direct,11
differences,11
developing,11
detail,11
dead,11
dangerous,11
d,11
critics,11
crime,11
contrast,11
concerns,11
comment,11
combined,11
claim,11
cent,11
audience,11
argues,11
approval,11
appears,11
appeal,11
announced,11
am,11
alter,11
adolescence,11
accounts,11
academic,11
abroad,11
abandoned,11
worse,10
whereas,10
wave,10
waiting,10
uses,10
useful,10
typical,10
types,10
turning,10
transfer,10
sympathy,10
survey,10
surprised,10
sufficient,10
succeed,10
substantial,10
style,10
statements,10
starting,10
spread,10
specialization,10
someone,10
solar,10
smell,10
slow,10
size,10
situations,10
significance,10
signals,10
serve,10
series,10
separate,10
sell,10
sees,10
secure,10
safe,10
risks,10
rest,10
responsibilities,10
replaced,10
relatively,10
relation,10
regulations,10
refers,10
random,10
raised,10
quickly,10
proper,10
profit,10
privileges,10
pride,10
poverty,10
possibly,10
piece,10
payments,10
party,10
origin,10
organizations,10
ordinary,10
obviously,10
objects,10
numbers,10
notion,10
names,10
moving,10
motion,10
mostly,10
millions,10
met,10
listen,10
leisure,10
led,10
laid,10
keeps,10
judgment,10
judge,10
intellect,10
instance,10
innovation,10
independence,10
increases,10
immediate,10
hour,10
flow,10
field,10
female,10
familiar,10
failure,10
express,10
expensive,10
existing,10
exchange,10
excessive,10
equally,10
employees,10
electronic,10
effort,10
drugs,10
design,10
danger,10
contents,10
conservative,10
condition,10
concentration,10
compete,10
communications,10
commonly,10
colleagues,10
cold,10
characterized,10
characteristics,10
centuries,10
cells,10
cash,10
businessmen,10
built,10
boy,10
bodies,10
biggest,10
balance,10
aware,10
athletes,10
assumption,10
argued,10
appear,10
altering,10
afford,10
affected,10
affect,10
advertisers,10
advanced,10
additional,10
actual,10
writers,9
worst,9
worked,9
wish,9
winter,9
willing,9
wholesale,9
urgent,9
urban,9
unlikely,9
understood,9
towns,9
tool,9
team,9
teacher,9
taught,9
systematic,9
surprise,9
surface,9
summer,9
suitably,9
substance,9
stores,9
stopped,9
stop,9
started,9
stage,9
stable,9
spending,9
specialist,9
sources,9
shareholders,9
seeking,9
seek,9
seeing,9
sector,9
secret,9
scattered,9
save,9
rural,9
reward,9
revolution,9
revival,9
reveal,9
requirement,9
reliable,9
regions,9
reforms,9
reform,9
reference,9
recording,9
radical,9
quit,9
quick,9
publishers,9
proved,9
protect,9
prospects,9
promote,9
projects,9
professionals,9
processes,9
practices,9
possibility,9
possibilities,9
politeness,9
plays,9
performers,9
passing,9
ownership,9
originated,9
opposed,9
offers,9
offered,9
obscure,9
note,9
neglect,9
model,9
mode,9
middle,9
methods,9
merely,9
mentioned,9
mechanical,9
losing,9
looked,9
lies,9
knew,9
introduced,9
introduce,9
internal,9
interaction,9
infrastructure,9
indicate,9
included,9
immediately,9
ill,9
ignored,9
gardens,9
functioning,9
forest,9
forced,9
finally,9
figure,9
famous,9
falling,9
fairly,9
facts,9
external,9
expressed,9
explanation,9
explained,9
experienced,9
exist,9
executive,9
evolutionary,9
everyday,9
entirely,9
ended,9
emotions,9
emotional,9
efficient,9
effectively,9
driven,9
drive,9
drink,9
dream,9
dominant,9
doctor,9
distance,9
discussion,9
deny,9
define,9
deep,9
date,9
dams,9
customer,9
crude,9
crucial,9
creativity,9
covered,9
couple,9
corporate,9
conventional,9
continued,9
continent,9
context,9
content,9
contact,9
considering,9
conservation,9
conclude,9
comprehension,9
comparison,9
characteristic,9
busy,9
bus,9
blame,9
biological,9
bigger,9
base,9
banking,9
ban,9
babies,9
authority,9
attractive,9
attempt,9
asking,9
ask,9
aside,9
arrived,9
application,9
anywhere,9
allows,9
aid,9
aggressive,9
agents,9
agency,9
advice,9
advertisements,9
added,9
active,9
accident,9
abilities,9
yesterday,8
war,8
wait,8
visit,8
visible,8
viewed,8
users,8
unusual,8
unlike,8
unknown,8
unexpected,8
unemployed,8
trial,8
trees,8
tree,8
townsfolk,8
throughout,8
theatre,8
tendency,8
temporary,8
telephone,8
supported,8
suicide,8
studying,8
strongly,8
strange,8
statistical,8
smoking,8
smells,8
smart,8
slaves,8
shopping,8
sent,8
send,8
section,8
scholars,8
rule,8
robots,8
revenue,8
retailers,8
researcher,8
requirements,8
reputation,8
reply,8
remarkable,8
relative,8
relations,8
regard,8
refused,8
reduction,8
reduced,8
recognized,8
recognize,8
reader,8
reaction,8
rapid,8
rain,8
railroads,8
psychological,8
prospect,8
proposed,8
promoting,8
profits,8
profitable,8
productive,8
producers,8
press,8
preserve,8
presented,8
positive,8
pick,8
philosophy,8
parallel,8
optimistic,8
operations,8
older,8
occur,8
observers,8
nurses,8
novel,8
none,8
nineteenth,8
month,8
military,8
miles,8
mere,8
mechanism,8
manage,8
magazine,8
m,8
looks,8
listener,8
lines,8
lighting,8
license,8
levels,8
letters,8
legitimate,8
leaving,8
leaves,8
leads,8
laughter,8
latter,8
labour,8
kill,8
judges,8
investigation,8
inventor,8
intention,8
intends,8
inserted,8
influential,8
incomes,8
improvement,8
ignore,8
ideal,8
host,8
honor,8
homes,8
holding,8
helicopters,8
heat,8
hearing,8
happens,8
hacking,8
guilty,8
grown,8
gradual,8
giant,8
geological,8
front,8
friendly,8
fishing,8
fisheries,8
fine,8
fell,8
factory,8
factories,8
eye,8
explosion,8
expenses,8
exists,8
exclusively,8
evil,8
escape,8
equality,8
environments,8
entitled,8
ensure,8
enormous,8
enhance,8
enforcement,8
encourages,8
encourage,8
employed,8
economists,8
economics,8
earned,8
earn,8
dynamics,8
duties,8
draw,8
domestic,8
diverse,8
distant,8
devices,8
deprived,8
department,8
debt,8
damaged,8
credibility,8
correction,8
contribute,8
contract,8
continents,8
construction,8
constant,8
concerning,8
committee,8
civilization,8
citizens,8
channels,8
capabilities,8
broke,8
biomass,8
behaviour,8
behalf,8
beauty,8
awards,8
authorities,8
attitudes,8
association,8
artificial,8
arise,8
apply,8
apparently,8
anxiety,8
anthropology,8
annual,8
amateurs,8
ahead,8
advance,8
adds,8
actions,8
acceptable,8
wise,7
wisdom,7
welcome,7
watch,7
verbs,7
verbal,7
vanished,7
unpleasant,7
universal,7
undergraduate,7
unconscious,7
uncertain,7
trends,7
treatment,7
trained,7
touch,7
threatened,7
thoughts,7
thinks,7
telling,7
technologies,7
suggesting,7
sudden,7
structures,7
strength,7
street,7
storage,7
spying,7
spirit,7
speed,7
solve,7
solution,7
skill,7
shouldn,7
shop,7
shall,7
settled,7
senior,7
sea,7
scope,7
ruled,7
rude,7
routine,7
route,7
rose,7
rising,7
risen,7
retail,7
restrictions,7
reported,7
remote,7
remark,7
regular,7
recovery,7
recognition,7
realities,7
rare,7
raising,7
railway,7
radically,7
race,7
qualities,7
push,7
pursuit,7
pure,7
psychology,7
province,7
prosperity,7
proportion,7
promised,7
professions,7
previous,7
prediction,7
powers,7
popular,7
pollution,7
politicians,7
pointed,7
plans,7
philosophers,7
persons,7
permission,7
periods,7
passengers,7
participants,7
painful,7
pages,7
output,7
operating,7
odd,7
ocean,7
occurs,7
observe,7
objective,7
noticed,7
northern,7
nor,7
nervous,7
mothers,7
monopoly,7
monkey,7
minds,7
meant,7
matters,7
matches,7
marriage,7
magazines,7
lots,7
losses,7
likes,7
liability,7
leaf,7
leadership,7
laboratory,7
labels,7
justified,7
judgments,7
issued,7
invited,7
inventions,7
introduction,7
interview,7
inside,7
innovations,7
industries,7
independently,7
immune,7
illustrate,7
ideals,7
hurry,7
humor,7
hit,7
hence,7
helpful,7
grounds,7
grew,7
funded,7
functions,7
forget,7
flight,7
finds,7
fill,7
fight,7
fiction,7
feature,7
fears,7
exploration,7
executives,7
epidemics,7
environmental,7
entire,7
entering,7
enter,7
enjoyed,7
engage,7
employer,7
embryo,7
elsewhere,7
elementary,7
element,7
election,7
editors,7
eat,7
dramatic,7
divided,7
dispute,7
discrimination,7
disadvantaged,7
differ,7
died,7
die,7
description,7
depend,7
denied,7
demonstrated,7
degrees,7
decided,7
dealing,7
cultures,7
creationists,7
creation,7
craft,7
counterparts,7
corruption,7
convinced,7
convention,7
contribution,7
contrary,7
continuing,7
continues,7
consistently,7
consideration,7
considerable,7
conflict,7
conclusion,7
concepts,7
code,7
closest,7
closely,7
clients,7
classical,7
church,7
charge,7
chances,7
center,7
catch,7
casual,7
carried,7
careers,7
campaign,7
buyers,7
broadly,7
broader,7
bright,7
brief,7
bound,7
bottom,7
bit,7
behavioral,7
barely,7
attached,7
astronomy,7
assistant,7
asset,7
assess,7
appointed,7
appearance,7
apparent,7
alphabetically,7
airports,7
agent,7
ads,7
addition,7
adaptive,7
achievements,7
achievement,7
younger,6
worker,6
wife,6
weak,6
waste,6
wasn,6
warning,6
warn,6
warm,6
wake,6
vote,6
victory,6
victim,6
varieties,6
unrelated,6
unpredictable,6
unfamiliar,6
treated,6
treat,6
travelers,6
transportation,6
topic,6
tolerate,6
tired,6
ten,6
telescopes,6
teenagers,6
target,6
surrounded,6
supportive,6
supporting,6
suit,6
suffer,6
subtle,6
subjected,6
stuck,6
stresses,6
strangers,6
stems,6
stated,6
stands,6
standardized,6
staff,6
spot,6
spoke,6
speakers,6
southern,6
sought,6
somewhat,6
solved,6
sold,6
snow,6
skilled,6
sit,6
sick,6
shuttle,6
showing,6
shops,6
shares,6
sets,6
served,6
sequence,6
sending,6
selected,6
seldom,6
seeks,6
secretaries,6
seat,6
searching,6
screen,6
satisfy,6
sale,6
royal,6
roughly,6
roots,6
reviews,6
reviewers,6
reveals,6
resulted,6
restored,6
respects,6
reporter,6
remaining,6
relief,6
released,6
referring,6
railroad,6
races,6
qualified,6
puzzled,6
pull,6
proof,6
promises,6
prolonged,6
professionalisation,6
prize,6
privacy,6
priority,6
previously,6
preference,6
planned,6
plain,6
physics,6
phenomena,6
perspective,6
performances,6
percentage,6
perceive,6
peoples,6
peculiar,6
paying,6
passive,6
passionate,6
pass,6
participation,6
oxygen,6
openly,6
obtained,6
objection,6
noted,6
net,6
neither,6
naturally,6
native,6
named,6
n,6
morning,6
moreover,6
moon,6
modest,6
mobile,6
mistake,6
missing,6
miss,6
misleading,6
misery,6
mentally,6
match,6
manners,6
lobby,6
literature,6
links,6
limits,6
lesson,6
length,6
legislation,6
leakage,6
knowing,6
justify,6
items,6
invest,6
interpretation,6
interior,6
intense,6
intend,6
integrity,6
integrated,6
instinct,6
inquiry,6
initial,6
influences,6
inferior,6
industrialization,6
indifference,6
indeed,6
includes,6
impulse,6
images,6
illegal,6
hostility,6
hijacked,6
highway,6
hemisphere,6
helicopter,6
heads,6
harm,6
hands,6
handle,6
grows,6
green,6
graduates,6
gifted,6
generate,6
friendship,6
founders,6
formation,6
follows,6
focusing,6
focused,6
flexibility,6
fish,6
filled,6
fifty,6
fatal,6
faster,6
fame,6
false,6
faith,6
fails,6
factor,6
extreme,6
extend,6
exploring,6
explains,6
exception,6
examination,6
euthanasia,6
estimate,6
establishment,6
errors,6
equipment,6
entertainment,6
ends,6
encouraged,6
enable,6
employ,6
emphasize,6
elite,6
eliminate,6
editor,6
doubts,6
dominated,6
dollars,6
divorce,6
divide,6
distinctly,6
distinction,6
dissolved,6
diseases,6
discoveries,6
director,6
directions,6
diet,6
deserve,6
describing,6
dependent,6
demonstrate,6
democratic,6
democracy,6
delay,6
definite,6
defining,6
deeper,6
declining,6
debts,6
deals,6
dam,6
cycle,6
curiosity,6
critic,6
courses,6
cope,6
convincing,6
controlling,6
continuous,6
contain,6
consumer,6
constitutes,6
consequence,6
consciously,6
connections,6
connection,6
confusing,6
confront,6
confined,6
conference,6
complicated,6
competitors,6
comparative,6
communities,6
commit,6
commerce,6
combine,6
colour,6
collective,6
collection,6
civil,6
circulation,6
chosen,6
chemicals,6
checks,6
ceremonies,6
careful,6
candidate,6
broad,6
breaks,6
box,6
bought,6
boss,6
boom,6
blueprint,6
birds,6
biology,6
bill,6
biased,6
behave,6
awareness,6
availability,6
attracted,6
attract,6
attend,6
athletic,6
assume,6
associated,6
arrive,6
arrival,6
arguments,6
aren,6
archaeologists,6
archaeological,6
anxious,6
ancestors,6
analyze,6
amounts,6
alphabet,6
aim,6
aging,6
advocate,6
advantages,6
advances,6
admired,6
adapt,6
actor,6
accountability,6
accessible,6
abandon,6
worthwhile,5
worldwide,5
wishes,5
winners,5
wind,5
whenever,5
welfare,5
wealthy,5
watching,5
warrant,5
warnings,5
vos,5
voice,5
vocabulary,5
version,5
verify,5
vegetables,5
vapor,5
valid,5
vain,5
user,5
urge,5
upset,5
unreasonable,5
union,5
uniforms,5
unaware,5
twenty,5
twentieth,5
troubles,5
troubled,5
triumph,5
translated,5
transition,5
traits,5
traditionally,5
tourist,5
tobacco,5
tiny,5
thirty,5
tested,5
technique,5
tears,5
tasks,5
sustain,5
suspicious,5
suspicion,5
suspects,5
surroundings,5
surplus,5
surnames,5
surgery,5
supporters,5
suggestion,5
struggle,5
strict,5
strengthen,5
streets,5
strain,5
straight,5
stick,5
stations,5
stars,5
stability,5
spouse,5
spoken,5
span,5
somehow,5
solving,5
solid,5
soil,5
smoothly,5
smiling,5
smile,5
slowly,5
slowdown,5
skeptical,5
sightseers,5
shut,5
shock,5
sharp,5
shaping,5
settle,5
selling,5
secured,5
seats,5
satisfaction,5
satellite,5
row,5
rough,5
rotating,5
roles,5
robot,5
robbed,5
retain,5
resulting,5
restaurants,5
responses,5
resolve,5
resistant,5
representative,5
represent,5
reporters,5
reminder,5
remembering,5
reluctant,5
relationships,5
reject,5
regulators,5
regulation,5
regardless,5
reducing,5
recommendations,5
receptors,5
reasonably,5
readily,5
reaching,5
rap,5
ran,5
rail,5
quietly,5
quest,5
puts,5
pushed,5
pursuits,5
pursuing,5
pursue,5
provisions,5
provinces,5
protections,5
programmes,5
producing,5
procedures,5
printed,5
primitive,5
pretty,5
pressures,5
prepared,5
preferred,5
predominance,5
post,5
positions,5
populations,5
pleasure,5
playgoers,5
player,5
plate,5
picked,5
physicians,5
physically,5
phones,5
philosopher,5
persuade,5
peers,5
path,5
partner,5
partial,5
page,5
overseas,5
overlooked,5
opinions,5
operation,5
operate,5
offices,5
officer,5
occurred,5
obliged,5
nowhere,5
novels,5
nobody,5
nine,5
networks,5
network,5
negotiate,5
mysterious,5
moved,5
modify,5
mobility,5
migration,5
mergers,5
mention,5
medium,5
mathematical,5
massive,5
manufacturing,5
mankind,5
maintains,5
maintained,5
mail,5
loyal,5
located,5
locate,5
literally,5
listeners,5
linked,5
link,5
liable,5
lest,5
legally,5
lectures,5
launched,5
laughing,5
laugh,5
lasted,5
jumped,5
journey,5
joined,5
join,5
jams,5
irrelevant,5
interpreted,5
interfere,5
